country,month,no2_avg
hongkong,2024-03-01,0.036525537634408606
hongkong,2024-04-01,0.030340277777777775
hongkong,2024-05-01,0.033602150537634407
hongkong,2024-06-01,0.025993055555555554
hongkong,2024-07-01,0.02398521505376344
hongkong,2024-08-01,0.033985215053763444
hongkong,2024-09-01,0.03910416666666667
hongkong,2024-10-01,0.03749327956989247
hongkong,2024-11-01,0.036423611111111115
hongkong,2024-12-01,0.04551075268817204
hongkong,2025-01-01,0.045638440860215054
hongkong,2025-02-01,0.03601190476190476
hongkong,2025-03-01,0.03790994623655914
hongkong,2025-04-01,0.03688888888888889
hongkong,2025-05-01,0.03229166666666666
hongkong,2025-06-01,0.02613888888888889
hongkong,2025-07-01,0.033951612903225806
hongkong,2025-08-01,0.02591397849462366
hongkong,2025-09-01,0.025229166666666667
hongkong,2025-10-01,0.03092741935483871
hongkong,2025-11-01,0.03886111111111111
hongkong,2025-12-01,0.0420497311827957
hongkong,2026-01-01,0.04472601323407775
hongkong,2026-02-01,0.03809352106227106
hongkong,2026-03-01,0.03345430107526882
hongkong,2026-04-01,0.030875
hongkong,2026-05-01,0.02950965824665676
london,2022-01-01,0.026881720430107527
london,2022-02-01,0.027232142857142858
london,2022-03-01,0.02631272401433692
london,2022-04-01,0.020208333333333335
london,2022-05-01,0.022930107526881717
london,2022-06-01,0.022930555555555558
london,2022-07-01,0.019408602150537635
london,2022-08-01,0.01728494623655914
london,2022-09-01,0.01901388888888889
london,2022-10-01,0.023077956989247313
london,2022-11-01,0.023159722222222224
london,2022-12-01,0.021350806451612903
london,2023-01-01,0.026167136444305253
london,2023-02-01,0.022037660652496294
london,2023-03-01,0.019466615275142315
london,2023-04-01,0.02505095996732026
london,2023-05-01,0.01409274193548387
london,2023-06-01,0.018939814814814816
london,2023-07-01,0.015185931899641578
london,2023-08-01,0.015672043010752687
london,2023-09-01,0.02448611111111111
london,2023-10-01,0.020961021505376345
london,2023-11-01,0.02360416666666667
london,2023-12-01,0.020248655913978494
london,2024-01-01,0.018333333333333333
london,2024-02-01,0.02098419540229885
london,2024-03-01,0.017748655913978496
london,2024-04-01,0.015027777777777779
london,2024-05-01,0.018178763440860217
london,2024-06-01,0.015131944444444444
london,2024-07-01,0.017486559139784946
london,2024-08-01,0.017405913978494624
london,2024-09-01,0.014916666666666667
london,2024-10-01,0.01799731182795699
london,2024-11-01,0.016569444444444446
london,2024-12-01,0.015073924731182796
london,2025-01-01,0.02049731182795699
london,2025-02-01,0.018919614422202
london,2025-03-01,0.016933300801314978
london,2025-04-01,0.014
london,2025-05-01,0.00920698924731183
london,2025-06-01,0.017
london,2025-07-01,0.014038978494623657
london,2025-08-01,0.010873655913978495
london,2025-09-01,0.014729166666666666
london,2025-10-01,0.015147849462365592
london,2025-11-01,0.01597222222222222
london,2025-12-01,0.014106182795698924
london,2026-01-01,0.01709005376344086
london,2026-02-01,0.02224702380952381
london,2026-03-01,0.016875
london,2026-04-01,0.014076388888888888
london,2026-05-01,0.017701612903225805
london,2026-06-01,0.016126126126126124
philadelphia,2022-01-01,0.014469086021505376
philadelphia,2022-02-01,0.014242619829969227
philadelphia,2022-03-01,0.011746565113500598
philadelphia,2022-04-01,0.008743055555555556
philadelphia,2022-05-01,0.007580645161290322
philadelphia,2022-06-01,0.007680555555555556
philadelphia,2022-07-01,0.00739247311827957
philadelphia,2022-08-01,0.009012096774193549
philadelphia,2022-09-01,0.009430555555555555
philadelphia,2022-10-01,0.01297870140612076
philadelphia,2022-11-01,0.014958333333333332
philadelphia,2022-12-01,0.017016129032258066
philadelphia,2023-01-01,0.015282258064516129
philadelphia,2023-02-01,0.014123053633217994
philadelphia,2023-03-01,0.011901881720430108
philadelphia,2023-04-01,0.010215277777777778
philadelphia,2023-05-01,0.008951612903225806
philadelphia,2023-06-01,0.007895833333333335
philadelphia,2023-07-01,0.006182795698924731
philadelphia,2023-08-01,0.004408602150537635
philadelphia,2023-09-01,0.010361111111111111
philadelphia,2023-10-01,0.013219086021505377
philadelphia,2023-11-01,0.016916666666666667
philadelphia,2023-12-01,0.016861559139784946
philadelphia,2024-01-01,0.017076612903225808
philadelphia,2024-02-01,0.01401580459770115
philadelphia,2024-03-01,0.010954301075268817
philadelphia,2024-04-01,0.010881944444444444
philadelphia,2024-05-01,0.009260752688172042
philadelphia,2024-06-01,0.007840277777777778
philadelphia,2024-07-01,0.007677212572373863
philadelphia,2024-08-01,0.008340053763440861
philadelphia,2024-09-01,0.008736111111111111
philadelphia,2024-10-01,0.011942204301075269
philadelphia,2024-11-01,0.012020833333333333
philadelphia,2024-12-01,0.016774193548387096
philadelphia,2025-01-01,0.016014784946236562
philadelphia,2025-02-01,0.01514136904761905
philadelphia,2025-03-01,0.010954301075268817
philadelphia,2025-04-01,0.011034722222222222
philadelphia,2025-05-01,0.008669354838709677
philadelphia,2025-06-01,0.009479166666666667
philadelphia,2025-07-01,0.006922043010752689
philadelphia,2025-08-01,0.007170698924731183
philadelphia,2025-09-01,0.009361111111111112
philadelphia,2025-10-01,0.009375000000000001
philadelphia,2025-11-01,0.013631944444444443
philadelphia,2025-12-01,0.015080645161290323
philadelphia,2026-01-01,0.01584624044097667
philadelphia,2026-02-01,0.017786982121368405
philadelphia,2026-03-01,0.0114247311827957
philadelphia,2026-04-01,0.007722222222222223
philadelphia,2026-05-01,0.006686827956989248
philadelphia,2026-06-01,0.006986111111111111
philadelphia,2026-07-01,0.006349480968858131
